Fecha,Sucursal,Departamento,Categoría,Unidades_Vendidas,Venta_USD
2024-09-01,David,Abarrotes,Lácteos,27483,872079.09
2024-10-01,David,Abarrotes,Lácteos,27878,794724.4
2024-11-01,David,Abarrotes,Lácteos,33642,1017514.49
2024-12-01,David,Abarrotes,Lácteos,38294,1188761.15
2025-01-01,David,Abarrotes,Lácteos,21480,753250.11
2025-02-01,David,Abarrotes,Lácteos,21199,771198.85
2025-03-01,David,Abarrotes,Lácteos,27487,929051.18
2025-04-01,David,Abarrotes,Lácteos,28070,926090.48
2025-05-01,David,Abarrotes,Lácteos,26591,945135.8
2025-06-01,David,Abarrotes,Lácteos,26669,965645.87
2025-07-01,David,Abarrotes,Lácteos,33251,956319.79
2025-08-01,David,Abarrotes,Lácteos,29844,925257.54
2025-09-01,David,Abarrotes,Lácteos,29608,979939.46
2025-10-01,David,Abarrotes,Lácteos,27155,913185.71
2022-01-01,David,Abarrotes,Enlatados,19163,436236.95
2022-02-01,David,Abarrotes,Enlatados,24158,471663.16
2022-03-01,David,Abarrotes,Enlatados,27056,647082.74
2022-04-01,David,Abarrotes,Enlatados,28217,629799.23
2022-05-01,David,Abarrotes,Enlatados,29143,646830.66
2022-06-01,David,Abarrotes,Enlatados,25498,557916.28
2022-07-01,David,Abarrotes,Enlatados,27143,721629.7
2022-08-01,David,Abarrotes,Enlatados,28825,629280.9
2022-09-01,David,Abarrotes,Enlatados,27900,622381.42
2022-10-01,David,Abarrotes,Enlatados,28391,629906.28
2022-11-01,David,Abarrotes,Enlatados,34977,791261.2
2022-12-01,David,Abarrotes,Enlatados,40537,875385.06
2023-01-01,David,Abarrotes,Enlatados,24144,505703.6
2023-02-01,David,Abarrotes,Enlatados,25234,619348.11
2023-03-01,David,Abarrotes,Enlatados,29407,697598.46
2023-04-01,David,Abarrotes,Enlatados,28897,655870.94
2023-05-01,David,Abarrotes,Enlatados,27434,691051.66
2023-06-01,David,Abarrotes,Enlatados,29903,648829.13
2023-07-01,David,Abarrotes,Enlatados,30977,690304.0
2023-08-01,David,Abarrotes,Enlatados,31959,676381.69
2023-09-01,David,Abarrotes,Enlatados,29966,720351.12
2023-10-01,David,Abarrotes,Enlatados,30022,720478.18
2023-11-01,David,Abarrotes,Enlatados,34344,771058.56
2023-12-01,David,Abarrotes,Enlatados,37568,934082.58
2024-01-01,David,Abarrotes,Enlatados,21631,506288.26
2024-02-01,David,Abarrotes,Enlatados,26634,669270.03
2024-03-01,David,Abarrotes,Enlatados,29178,785297.15
2024-04-01,David,Abarrotes,Enlatados,32502,737786.48
2024-05-01,David,Abarrotes,Enlatados,34247,759980.23
2024-06-01,David,Abarrotes,Enlatados,34259,747183.94
2024-07-01,David,Abarrotes,Enlatados,36118,802684.23
2024-08-01,David,Abarrotes,Enlatados,29984,652372.61
2024-09-01,David,Abarrotes,Enlatados,34133,709884.8
2024-10-01,David,Abarrotes,Enlatados,34280,741408.05
2024-11-01,David,Abarrotes,Enlatados,35870,890161.65
2024-12-01,David,Abarrotes,Enlatados,46667,977462.83
2025-01-01,David,Abarrotes,Enlatados,24667,631299.06
2025-02-01,David,Abarrotes,Enlatados,30970,613662.91
2025-03-01,David,Abarrotes,Enlatados,37773,773465.86
2025-04-01,David,Abarrotes,Enlatados,31127,802936.58
2025-05-01,David,Abarrotes,Enlatados,37087,803903.63
2025-06-01,David,Abarrotes,Enlatados,35199,796402.04
2025-07-01,David,Abarrotes,Enlatados,41370,812516.52
2025-08-01,David,Abarrotes,Enlatados,34116,720231.59
2025-09-01,David,Abarrotes,Enlatados,36743,794437.79
2025-10-01,David,Abarrotes,Enlatados,31349,788770.51
2022-01-01,David,Abarrotes,Cereales,57882,1370593.36
2022-02-01,David,Abarrotes,Cereales,72801,1640063.8
2022-03-01,David,Abarrotes,Cereales,76457,2012568.31
2022-04-01,David,Abarrotes,Cereales,81447,1793898.12
2022-05-01,David,Abarrotes,Cereales,74680,1885654.57
2022-06-01,David,Abarrotes,Cereales,75959,1974315.44
2022-07-01,David,Abarrotes,Cereales,80582,2018520.57
2022-08-01,David,Abarrotes,Cereales,75698,1742413.37
2022-09-01,David,Abarrotes,Cereales,78824,1856941.24
2022-10-01,David,Abarrotes,Cereales,85766,1700274.16
2022-11-01,David,Abarrotes,Cereales,96781,2437697.1
2022-12-01,David,Abarrotes,Cereales,102745,2390625.34
2023-01-01,David,Abarrotes,Cereales,57124,1483496.79
2023-02-01,David,Abarrotes,Cereales,65900,1712421.83
2023-03-01,David,Abarrotes,Cereales,84840,2197023.91
2023-04-01,David,Abarrotes,Cereales,88235,1868877.61
2023-05-01,David,Abarrotes,Cereales,91172,1848214.19
2023-06-01,David,Abarrotes,Cereales,75677,1805868.1
2023-07-01,David,Abarrotes,Cereales,92590,2051161.12
2023-08-01,David,Abarrotes,Cereales,83303,1885399.9
2023-09-01,David,Abarrotes,Cereales,86406,2054947.07
2023-10-01,David,Abarrotes,Cereales,84790,1890380.0
2023-11-01,David,Abarrotes,Cereales,104311,2172720.27
2023-12-01,David,Abarrotes,Cereales,121017,2986852.06
2024-01-01,David,Abarrotes,Cereales,62269,1568397.41
2024-02-01,David,Abarrotes,Cereales,81007,1773170.07
2024-03-01,David,Abarrotes,Cereales,83138,2064069.48
2024-04-01,David,Abarrotes,Cereales,93483,2353274.38
2024-05-01,David,Abarrotes,Cereales,88405,2007180.59
2024-06-01,David,Abarrotes,Cereales,90162,2320122.24
2024-07-01,David,Abarrotes,Cereales,106882,2494723.56
2024-08-01,David,Abarrotes,Cereales,96924,1966936.77
2024-09-01,David,Abarrotes,Cereales,95629,2358155.03
2024-10-01,David,Abarrotes,Cereales,90096,2050697.31
2024-11-01,David,Abarrotes,Cereales,112994,2371723.75
2024-12-01,David,Abarrotes,Cereales,126203,3206699.02
2025-01-01,David,Abarrotes,Cereales,77711,1800965.32
2025-02-01,David,Abarrotes,Cereales,80415,2006025.67
2025-03-01,David,Abarrotes,Cereales,105556,2147310.06
2025-04-01,David,Abarrotes,Cereales,104825,2296052.14
2025-05-01,David,Abarrotes,Cereales,101145,2435360.33
2025-06-01,David,Abarrotes,Cereales,92226,2215402.15
2025-07-01,David,Abarrotes,Cereales,98312,2441034.3
2025-08-01,David,Abarrotes,Cereales,103327,2076821.2
2025-09-01,David,Abarrotes,Cereales,90024,2155732.63
2025-10-01,David,Abarrotes,Cereales,103318,2479104.39
2022-01-01,David,Abarrotes,Snacks,112456,1994952.35
2022-02-01,David,Abarrotes,Snacks,123623,2563974.84
2022-03-01,David,Abarrotes,Snacks,151024,3040231.11
2022-04-01,David,Abarrotes,Snacks,155389,2818649.17
2022-05-01,David,Abarrotes,Snacks,160852,2580619.03
2022-06-01,David,Abarrotes,Snacks,164208,2709314.86
2022-07-01,David,Abarrotes,Snacks,191063,3238976.5
2022-08-01,David,Abarrotes,Snacks,160829,2705336.65
2022-09-01,David,Abarrotes,Snacks,160553,2549502.7
2022-10-01,David,Abarrotes,Snacks,146074,2810603.53
2022-11-01,David,Abarrotes,Snacks,174698,3565035.68
2022-12-01,David,Abarrotes,Snacks,227017,4120928.52
2023-01-01,David,Abarrotes,Snacks,128975,2114061.52
2023-02-01,David,Abarrotes,Snacks,158041,2650970.81
2023-03-01,David,Abarrotes,Snacks,162303,2846110.11
2023-04-01,David,Abarrotes,Snacks,157577,2844725.36
2023-05-01,David,Abarrotes,Snacks,172345,3240162.31
2023-06-01,David,Abarrotes,Snacks,164977,2863694.23
2023-07-01,David,Abarrotes,Snacks,174279,3159069.08
2023-08-01,David,Abarrotes,Snacks,181941,2713556.52
2023-09-01,David,Abarrotes,Snacks,160593,3238110.72
2023-10-01,David,Abarrotes,Snacks,177891,3191037.82
2023-11-01,David,Abarrotes,Snacks,199794,3709673.86
2023-12-01,David,Abarrotes,Snacks,227849,4431723.2
2024-01-01,David,Abarrotes,Snacks,138253,2281954.63
2024-02-01,David,Abarrotes,Snacks,170227,2756482.85
2024-03-01,David,Abarrotes,Snacks,184803,3172871.01
2024-04-01,David,Abarrotes,Snacks,198353,3004494.17
2024-05-01,David,Abarrotes,Snacks,174732,3261107.7
2024-06-01,David,Abarrotes,Snacks,199184,3545357.64
2024-07-01,David,Abarrotes,Snacks,196836,3266297.17
2024-08-01,David,Abarrotes,Snacks,195581,3133786.83
2024-09-01,David,Abarrotes,Snacks,191365,3078900.17
2024-10-01,David,Abarrotes,Snacks,205091,3098917.4
2024-11-01,David,Abarrotes,Snacks,221548,4244771.6
2024-12-01,David,Abarrotes,Snacks,241488,4549012.82
2025-01-01,David,Abarrotes,Snacks,138890,2642614.8
2025-02-01,David,Abarrotes,Snacks,185543,3172428.88
2025-03-01,David,Abarrotes,Snacks,205905,3302265.65
2025-04-01,David,Abarrotes,Snacks,216170,3538361.29
2025-05-01,David,Abarrotes,Snacks,194008,3497722.22
2025-06-01,David,Abarrotes,Snacks,198543,3616152.39
2025-07-01,David,Abarrotes,Snacks,204199,4292004.3
2025-08-01,David,Abarrotes,Snacks,223802,3738564.66
2025-09-01,David,Abarrotes,Snacks,211770,3474934.1
2025-10-01,David,Abarrotes,Snacks,222643,3779788.36
2022-01-01,David,Electrónica,TV,17384,562461.22
2022-02-01,David,Electrónica,TV,17865,680518.19
2022-03-01,David,Electrónica,TV,22752,797483.84
2022-04-01,David,Electrónica,TV,20751,782893.94
2022-05-01,David,Electrónica,TV,20767,758511.5
2022-06-01,David,Electrónica,TV,19937,846478.48
2022-07-01,David,Electrónica,TV,23516,832531.86
2022-08-01,David,Electrónica,TV,22632,774963.69
2022-09-01,David,Electrónica,TV,23543,809757.58
2022-10-01,David,Electrónica,TV,22087,788631.73
2022-11-01,David,Electrónica,TV,27851,909551.89
2022-12-01,David,Electrónica,TV,32247,1080576.11
2023-01-01,David,Electrónica,TV,16166,661806.88
2023-02-01,David,Electrónica,TV,19546,676898.33
2023-03-01,David,Electrónica,TV,21294,773705.44
2023-04-01,David,Electrónica,TV,23901,802189.96
2023-05-01,David,Electrónica,TV,25136,891584.7
2023-06-01,David,Electrónica,TV,21387,764827.9
2023-07-01,David,Electrónica,TV,26554,1006806.05
2023-08-01,David,Electrónica,TV,23671,840163.06
2023-09-01,David,Electrónica,TV,23446,914136.51
2023-10-01,David,Electrónica,TV,22554,906494.99
2023-11-01,David,Electrónica,TV,26871,990557.92
2023-12-01,David,Electrónica,TV,29349,1096309.25
2024-01-01,David,Electrónica,TV,17393,621458.35
2024-02-01,David,Electrónica,TV,18865,715658.99
2024-03-01,David,Electrónica,TV,24978,925462.06
2024-04-01,David,Electrónica,TV,22640,847806.47
2024-05-01,David,Electrónica,TV,26411,859969.55
2024-06-01,David,Electrónica,TV,24691,879038.47
2024-07-01,David,Electrónica,TV,28115,1057692.0
2024-08-01,David,Electrónica,TV,24139,832964.53
2024-09-01,David,Electrónica,TV,24875,800215.93
2024-10-01,David,Electrónica,TV,26754,809997.85
2024-11-01,David,Electrónica,TV,27032,1152041.2
2024-12-01,David,Electrónica,TV,32715,1280075.6
2025-01-01,David,Electrónica,TV,20746,677687.44
2025-02-01,David,Electrónica,TV,20478,752622.53
2025-03-01,David,Electrónica,TV,23971,907601.57
2025-04-01,David,Electrónica,TV,25469,873626.18
2025-05-01,David,Electrónica,TV,24057,1030135.38
2025-06-01,David,Electrónica,TV,26640,1000351.89
2025-07-01,David,Electrónica,TV,27236,1033372.09
2025-08-01,David,Electrónica,TV,28267,1015639.88
2025-09-01,David,Electrónica,TV,27679,899118.88
2025-10-01,David,Electrónica,TV,27240,987651.93
2022-01-01,David,Electrónica,Celulares,38548,1942234.58
2022-02-01,David,Electrónica,Celulares,47408,2166944.04
2022-03-01,David,Electrónica,Celulares,55396,2529425.63
2022-04-01,David,Electrónica,Celulares,52289,2439344.04
2022-05-01,David,Electrónica,Celulares,58738,2287519.77
2022-06-01,David,Electrónica,Celulares,57838,2372973.83
2022-07-01,David,Electrónica,Celulares,56231,2806442.7
2022-08-01,David,Electrónica,Celulares,51283,2184154.99
2022-09-01,David,Electrónica,Celulares,54239,2545759.37
2022-10-01,David,Electrónica,Celulares,57066,2284544.4
2022-11-01,David,Electrónica,Celulares,59006,2686068.92
2022-12-01,David,Electrónica,Celulares,78677,3114443.91
2023-01-01,David,Electrónica,Celulares,44569,1745619.18
2023-02-01,David,Electrónica,Celulares,46422,2195263.07
2023-03-01,David,Electrónica,Celulares,59808,2425691.8
2023-04-01,David,Electrónica,Celulares,62795,2822156.89
2023-05-01,David,Electrónica,Celulares,52483,2608804.93
2023-06-01,David,Electrónica,Celulares,55633,2384370.63
2023-07-01,David,Electrónica,Celulares,62701,2934338.71
2023-08-01,David,Electrónica,Celulares,62323,2775019.32
2023-09-01,David,Electrónica,Celulares,63050,2696585.02
2023-10-01,David,Electrónica,Celulares,57069,2352781.09
2023-11-01,David,Electrónica,Celulares,72720,3328876.07
2023-12-01,David,Electrónica,Celulares,81312,3810306.76
2024-01-01,David,Electrónica,Celulares,46521,1915939.65
2024-02-01,David,Electrónica,Celulares,50006,2121746.5
2024-03-01,David,Electrónica,Celulares,58078,2773399.09
2024-04-01,David,Electrónica,Celulares,58953,2553342.39
2024-05-01,David,Electrónica,Celulares,62257,2925458.0
2024-06-01,David,Electrónica,Celulares,55766,2664281.88
2024-07-01,David,Electrónica,Celulares,73236,3265237.88
2024-08-01,David,Electrónica,Celulares,57331,2777993.31
2024-09-01,David,Electrónica,Celulares,58117,2567949.73
2024-10-01,David,Electrónica,Celulares,61788,2544328.47
2024-11-01,David,Electrónica,Celulares,76981,3340688.81
2024-12-01,David,Electrónica,Celulares,79220,4039820.02
2025-01-01,David,Electrónica,Celulares,47456,2317131.8
2025-02-01,David,Electrónica,Celulares,61051,2374613.37
2025-03-01,David,Electrónica,Celulares,62548,2751831.39
2025-04-01,David,Electrónica,Celulares,63214,2642155.57
2025-05-01,David,Electrónica,Celulares,70089,3029663.09
2025-06-01,David,Electrónica,Celulares,59762,2677143.62
2025-07-01,David,Electrónica,Celulares,71725,3166333.83
2025-08-01,David,Electrónica,Celulares,64088,2984318.18
2025-09-01,David,Electrónica,Celulares,63260,3180531.94
2025-10-01,David,Electrónica,Celulares,62855,2814747.79
2022-01-01,David,Electrónica,Audio,70967,1671596.96
2022-02-01,David,Electrónica,Audio,78474,1757175.01
2022-03-01,David,Electrónica,Audio,98953,2086541.98
2022-04-01,David,Electrónica,Audio,97589,2276331.0
2022-05-01,David,Electrónica,Audio,96958,2176923.06
2022-06-01,David,Electrónica,Audio,90422,1902596.59
2022-07-01,David,Electrónica,Audio,109007,2526981.61
2022-08-01,David,Electrónica,Audio,85039,1999280.56
2022-09-01,David,Electrónica,Audio,87042,1944613.16
2022-10-01,David,Electrónica,Audio,90330,2223378.73
2022-11-01,David,Electrónica,Audio,102595,2532502.14
2022-12-01,David,Electrónica,Audio,123831,2915171.43
2023-01-01,David,Electrónica,Audio,79253,1595516.37
2023-02-01,David,Electrónica,Audio,91810,1921695.75
2023-03-01,David,Electrónica,Audio,95252,2138499.88
2023-04-01,David,Electrónica,Audio,94457,2419429.0
2023-05-01,David,Electrónica,Audio,94762,2111992.44
2023-06-01,David,Electrónica,Audio,94719,2411712.46
2023-07-01,David,Electrónica,Audio,98918,2492780.25
2023-08-01,David,Electrónica,Audio,107589,2386689.0
2023-09-01,David,Electrónica,Audio,93449,2334891.6
2023-10-01,David,Electrónica,Audio,97539,2327657.44
2023-11-01,David,Electrónica,Audio,107286,2593053.67
2023-12-01,David,Electrónica,Audio,148711,2968511.0
2024-01-01,David,Electrónica,Audio,82548,1679540.28
2024-02-01,David,Electrónica,Audio,97411,2164624.92
2024-03-01,David,Electrónica,Audio,111126,2529140.86
2024-04-01,David,Electrónica,Audio,101281,2348572.17
2024-05-01,David,Electrónica,Audio,99896,2202079.68
2024-06-01,David,Electrónica,Audio,109361,2320848.32
2024-07-01,David,Electrónica,Audio,112576,2676908.31
2024-08-01,David,Electrónica,Audio,106594,2355146.28
2024-09-01,David,Electrónica,Audio,94813,2510013.37
2024-10-01,David,Electrónica,Audio,95983,2613373.51
2024-11-01,David,Electrónica,Audio,127134,2675995.95
2024-12-01,David,Electrónica,Audio,149228,3300697.17
2025-01-01,David,Electrónica,Audio,87948,1865761.42
2025-02-01,David,Electrónica,Audio,87916,2060286.93
2025-03-01,David,Electrónica,Audio,111943,2370189.67
2025-04-01,David,Electrónica,Audio,104826,2303392.14
2025-05-01,David,Electrónica,Audio,102565,2717802.25
2025-06-01,David,Electrónica,Audio,109650,2482064.18
2025-07-01,David,Electrónica,Audio,114545,2773027.73
2025-08-01,David,Electrónica,Audio,105436,2732847.82
2025-09-01,David,Electrónica,Audio,107575,2661889.09
2025-10-01,David,Electrónica,Audio,106276,2336088.37
2022-01-01,David,Electrónica,Electrodomésticos,25854,371070.23
2022-02-01,David,Electrónica,Electrodomésticos,34539,466903.22
2022-03-01,David,Electrónica,Electrodomésticos,40551,468789.18
2022-04-01,David,Electrónica,Electrodomésticos,39193,481839.83
2022-05-01,David,Electrónica,Electrodomésticos,38198,537206.7
2022-06-01,David,Electrónica,Electrodomésticos,37594,465492.68
2022-07-01,David,Electrónica,Electrodomésticos,43701,561683.7
2022-08-01,David,Electrónica,Electrodomésticos,35459,505463.88
2022-09-01,David,Electrónica,Electrodomésticos,36778,494448.05
2022-10-01,David,Electrónica,Electrodomésticos,37902,500602.17
2022-11-01,David,Electrónica,Electrodomésticos,43632,617336.68
2022-12-01,David,Electrónica,Electrodomésticos,51073,667450.94
2023-01-01,David,Electrónica,Electrodomésticos,28792,417658.09
2023-02-01,David,Electrónica,Electrodomésticos,34212,495131.37
2023-03-01,David,Electrónica,Electrodomésticos,42525,577536.95
2023-04-01,David,Electrónica,Electrodomésticos,37366,510972.8
2023-05-01,David,Electrónica,Electrodomésticos,43191,510462.2
2023-06-01,David,Electrónica,Electrodomésticos,41241,523519.51
2023-07-01,David,Electrónica,Electrodomésticos,46539,587091.41
2023-08-01,David,Electrónica,Electrodomésticos,40185,538921.62
2023-09-01,David,Electrónica,Electrodomésticos,41960,568702.47
2023-10-01,David,Electrónica,Electrodomésticos,35893,500298.63
2023-11-01,David,Electrónica,Electrodomésticos,50723,597458.76
2023-12-01,David,Electrónica,Electrodomésticos,50517,751947.09
2024-01-01,David,Electrónica,Electrodomésticos,34490,459421.34
2024-02-01,David,Electrónica,Electrodomésticos,39828,470211.52
2024-03-01,David,Electrónica,Electrodomésticos,40902,606001.53
2024-04-01,David,Electrónica,Electrodomésticos,40188,561015.39
2024-05-01,David,Electrónica,Electrodomésticos,44924,634829.05
2024-06-01,David,Electrónica,Electrodomésticos,40552,635961.01
2024-07-01,David,Electrónica,Electrodomésticos,50356,621973.54
2024-08-01,David,Electrónica,Electrodomésticos,39271,557498.97
2024-09-01,David,Electrónica,Electrodomésticos,39468,578869.03
2024-10-01,David,Electrónica,Electrodomésticos,46748,558741.01
2024-11-01,David,Electrónica,Electrodomésticos,52971,731569.34
2024-12-01,David,Electrónica,Electrodomésticos,63867,878856.51
2025-01-01,David,Electrónica,Electrodomésticos,33139,490905.32
2025-02-01,David,Electrónica,Electrodomésticos,40300,572627.0
2025-03-01,David,Electrónica,Electrodomésticos,46658,619606.08
2025-04-01,David,Electrónica,Electrodomésticos,46740,589153.96
2025-05-01,David,Electrónica,Electrodomésticos,47467,662746.88
2025-06-01,David,Electrónica,Electrodomésticos,46485,614985.58
2025-07-01,David,Electrónica,Electrodomésticos,49660,719740.98
2025-08-01,David,Electrónica,Electrodomésticos,43743,603619.51
2025-09-01,David,Electrónica,Electrodomésticos,48255,579653.31
2025-10-01,David,Electrónica,Electrodomésticos,43288,694964.78
2022-01-01,David,Hogar,Muebles,32111,723700.91
2022-02-01,David,Hogar,Muebles,38582,737603.36
2022-03-01,David,Hogar,Muebles,44876,838570.84
2022-04-01,David,Hogar,Muebles,49099,851633.29
2022-05-01,David,Hogar,Muebles,48832,938989.78
2022-06-01,David,Hogar,Muebles,48449,983759.98
2022-07-01,David,Hogar,Muebles,47254,919404.41
2022-08-01,David,Hogar,Muebles,49736,962557.28
2022-09-01,David,Hogar,Muebles,45881,890315.59
2022-10-01,David,Hogar,Muebles,49130,915548.38
2022-11-01,David,Hogar,Muebles,57718,1198036.82
2022-12-01,David,Hogar,Muebles,64490,1244035.32
2023-01-01,David,Hogar,Muebles,35667,738779.94
2023-02-01,David,Hogar,Muebles,40072,761123.33
2023-03-01,David,Hogar,Muebles,54707,908912.67
2023-04-01,David,Hogar,Muebles,55599,944025.1
2023-05-01,David,Hogar,Muebles,52843,898250.27
2023-06-01,David,Hogar,Muebles,47236,1017979.17
2023-07-01,David,Hogar,Muebles,55330,1075046.68
2023-08-01,David,Hogar,Muebles,53655,1001467.7
2023-09-01,David,Hogar,Muebles,54177,927371.93
2023-10-01,David,Hogar,Muebles,47388,951432.82
2023-11-01,David,Hogar,Muebles,55410,1229299.84
2023-12-01,David,Hogar,Muebles,74876,1517914.7
2024-01-01,David,Hogar,Muebles,40319,730369.02
2024-02-01,David,Hogar,Muebles,44734,980547.33
2024-03-01,David,Hogar,Muebles,49955,1086492.93
2024-04-01,David,Hogar,Muebles,55793,1083719.04
2024-05-01,David,Hogar,Muebles,59233,1070099.35
2024-06-01,David,Hogar,Muebles,60412,977886.66
2024-07-01,David,Hogar,Muebles,61682,1080497.14
2024-08-01,David,Hogar,Muebles,55507,1091635.72
2024-09-01,David,Hogar,Muebles,50753,1036003.62
2024-10-01,David,Hogar,Muebles,55887,1159338.43
2024-11-01,David,Hogar,Muebles,64822,1260059.25
2024-12-01,David,Hogar,Muebles,79146,1391178.8
2025-01-01,David,Hogar,Muebles,43782,902914.99
2025-02-01,David,Hogar,Muebles,48114,940617.55
2025-03-01,David,Hogar,Muebles,54869,1160196.13
2025-04-01,David,Hogar,Muebles,57495,1199988.28
2025-05-01,David,Hogar,Muebles,54889,1246722.23
2025-06-01,David,Hogar,Muebles,55847,1221772.17
2025-07-01,David,Hogar,Muebles,72077,1314534.38
2025-08-01,David,Hogar,Muebles,59038,1195786.66
2025-09-01,David,Hogar,Muebles,60086,1257263.56
2025-10-01,David,Hogar,Muebles,64167,1107179.27
2022-01-01,David,Hogar,Limpieza,22436,709666.76
2022-02-01,David,Hogar,Limpieza,26164,800757.04
2022-03-01,David,Hogar,Limpieza,28630,961074.07
2022-04-01,David,Hogar,Limpieza,30255,1013963.5
2022-05-01,David,Hogar,Limpieza,29227,1015861.93
2022-06-01,David,Hogar,Limpieza,27601,943928.5
2022-07-01,David,Hogar,Limpieza,33674,999069.9
2022-08-01,David,Hogar,Limpieza,29758,1006100.56
2022-09-01,David,Hogar,Limpieza,28594,907287.94
2022-10-01,David,Hogar,Limpieza,31847,995533.84
2022-11-01,David,Hogar,Limpieza,31928,1221676.11
2022-12-01,David,Hogar,Limpieza,39678,1427261.85
2023-01-01,David,Hogar,Limpieza,21810,837544.88
2023-02-01,David,Hogar,Limpieza,28568,970788.89
2023-03-01,David,Hogar,Limpieza,33198,1062837.42
2023-04-01,David,Hogar,Limpieza,30832,1111790.03
2023-05-01,David,Hogar,Limpieza,33030,1088178.59
2023-06-01,David,Hogar,Limpieza,31244,996235.43
2023-07-01,David,Hogar,Limpieza,36898,1058224.58
2023-08-01,David,Hogar,Limpieza,31616,1017046.26
2023-09-01,David,Hogar,Limpieza,31349,1050736.85
2023-10-01,David,Hogar,Limpieza,34683,1087739.25
2023-11-01,David,Hogar,Limpieza,36383,1364684.06
2023-12-01,David,Hogar,Limpieza,41281,1397588.25
2024-01-01,David,Hogar,Limpieza,26389,799657.84
2024-02-01,David,Hogar,Limpieza,32171,1070453.62
2024-03-01,David,Hogar,Limpieza,33755,1062175.41
2024-04-01,David,Hogar,Limpieza,31570,1147565.03
2024-05-01,David,Hogar,Limpieza,33489,1172245.77
2024-06-01,David,Hogar,Limpieza,34642,1162059.93
2024-07-01,David,Hogar,Limpieza,35487,1162811.6
2024-08-01,David,Hogar,Limpieza,35695,1050415.61
2024-09-01,David,Hogar,Limpieza,38045,1061585.06
2024-10-01,David,Hogar,Limpieza,34267,1172251.29
2024-11-01,David,Hogar,Limpieza,40315,1395293.57
2024-12-01,David,Hogar,Limpieza,47479,1527608.56
2025-01-01,David,Hogar,Limpieza,25974,963152.44
2025-02-01,David,Hogar,Limpieza,34337,1130302.86
2025-03-01,David,Hogar,Limpieza,36881,1135182.34
2025-04-01,David,Hogar,Limpieza,36674,1249298.73
2025-05-01,David,Hogar,Limpieza,38719,1297084.91
2025-06-01,David,Hogar,Limpieza,37085,1187855.72
2025-07-01,David,Hogar,Limpieza,42496,1321889.66
2025-08-01,David,Hogar,Limpieza,34229,1278170.32
2025-09-01,David,Hogar,Limpieza,39875,1349231.37
2025-10-01,David,Hogar,Limpieza,40826,1327232.77
2022-01-01,David,Hogar,Cocina,8371,400220.1
2022-02-01,David,Hogar,Cocina,9609,464918.26
2022-03-01,David,Hogar,Cocina,12095,544810.95
2022-04-01,David,Hogar,Cocina,11508,525483.76
2022-05-01,David,Hogar,Cocina,11083,518689.09
2022-06-01,David,Hogar,Cocina,11814,496039.95
2022-07-01,David,Hogar,Cocina,13340,576885.93
2022-08-01,David,Hogar,Cocina,10061,499882.0
2022-09-01,David,Hogar,Cocina,12198,561174.25
2022-10-01,David,Hogar,Cocina,10204,504831.88
2022-11-01,David,Hogar,Cocina,14189,586466.36
2022-12-01,David,Hogar,Cocina,14891,758327.01
2023-01-01,David,Hogar,Cocina,8229,436135.97
2023-02-01,David,Hogar,Cocina,9945,521128.44
2023-03-01,David,Hogar,Cocina,12184,579431.98
2023-04-01,David,Hogar,Cocina,11561,553010.98
2023-05-01,David,Hogar,Cocina,10788,605228.64
2023-06-01,David,Hogar,Cocina,12078,575243.13
2023-07-01,David,Hogar,Cocina,14076,574892.69
2023-08-01,David,Hogar,Cocina,11566,578161.6
2023-09-01,David,Hogar,Cocina,11171,617212.97
2023-10-01,David,Hogar,Cocina,11707,558812.37
2023-11-01,David,Hogar,Cocina,12928,656881.14
2023-12-01,David,Hogar,Cocina,17643,741937.8
2024-01-01,David,Hogar,Cocina,10073,423847.15
2024-02-01,David,Hogar,Cocina,10905,509412.96
2024-03-01,David,Hogar,Cocina,12237,619101.99
2024-04-01,David,Hogar,Cocina,13363,556524.0
2024-05-01,David,Hogar,Cocina,12745,660882.92
2024-06-01,David,Hogar,Cocina,13429,638474.9
2024-07-01,David,Hogar,Cocina,14233,679801.91
2024-08-01,David,Hogar,Cocina,13324,647381.13
2024-09-01,David,Hogar,Cocina,12856,556471.92
2024-10-01,David,Hogar,Cocina,12391,604663.35
2024-11-01,David,Hogar,Cocina,16515,747939.66
2024-12-01,David,Hogar,Cocina,17796,906370.03
2025-01-01,David,Hogar,Cocina,10277,512511.64
2025-02-01,David,Hogar,Cocina,10770,525174.62
2025-03-01,David,Hogar,Cocina,13758,703707.9
2025-04-01,David,Hogar,Cocina,13613,598099.68
2025-05-01,David,Hogar,Cocina,12575,695204.43
2025-06-01,David,Hogar,Cocina,12239,707595.78
2025-07-01,David,Hogar,Cocina,15071,665422.64
2025-08-01,David,Hogar,Cocina,14129,675407.11
2025-09-01,David,Hogar,Cocina,13484,587227.56
2025-10-01,David,Hogar,Cocina,12688,634453.37
2022-01-01,David,Hogar,Decoración,5158,120212.83
2022-02-01,David,Hogar,Decoración,6371,140185.01
2022-03-01,David,Hogar,Decoración,6994,186212.56
2022-04-01,David,Hogar,Decoración,7335,168518.31
2022-05-01,David,Hogar,Decoración,7231,181087.4
2022-06-01,David,Hogar,Decoración,6437,173524.71
2022-07-01,David,Hogar,Decoración,8594,209230.04
2022-08-01,David,Hogar,Decoración,6465,193676.33
2022-09-01,David,Hogar,Decoración,7783,191230.68
